,Exercise Name,Equipment,Variation,Utility,Mechanics,Force,Preparation,Execution,Target_Muscles,Synergist_Muscles,Stabilizer_Muscles,Antagonist_Muscles,Dynamic_Stabilizer_Muscles,Main_muscle,Difficulty (1-5),Secondary Muscles,parent_id
317,Incline Chest Press:  on Military Press Machine,Lever (plate loaded),Yes,Basic or Auxiliary,Compound,Push,Sit on seat with upper chest just above grips on lever. Grasp grips with wide overhand grip and position elbows out to sides.,Press lever until arms are extended. Return weight until chest muscles are slightly stretched. Repeat.,"Pectoralis Major Clavicular,","Pectoralis Major, Sternal, Deltoid, Anterior, Triceps Brachii, Coracobrachialis, ",,,"Biceps Brachii, Short Head, ",Chest,3,"Triceps Brachii, Anterior Deltoid",316
318,Incline Bench Press,Lever (selectorized),No,Basic or Auxiliary,Compound,Push,Lie supine on incline bench with upper chest under lever bar. Grasp lever bar with wide oblique overhand grip.,Press bar until arms are extended. Lower weight to upper chest. Repeat.,"Pectoralis Major Clavicular,","Pectoralis Major, Sternal, Deltoid, Anterior, Triceps Brachii, Coracobrachialis, ",,,"Biceps Brachii, Short Head, ",Chest,3,"Triceps Brachii, Anterior Deltoid",
319,Incline Chest Press​​​​​​​,Lever (selectorized),No,Basic or Auxiliary,Compound,Push,"Sit on seat with upper chest just above grips on lever. If available, push foot lever until handles are within grasping range. Grasp handles with wide oblique overhand grip and position elbows out to sides. Release foot lever.",Press lever until arms are extended. Return weight until shoulders or chest feels slightly stretched. Repeat.,"Pectoralis Major Clavicular,","Pectoralis Major, Sternal, Deltoid, Anterior, Triceps Brachii, Coracobrachialis, ",,,"Biceps Brachii, Short Head, ",Chest,3,"Triceps Brachii, Anterior Deltoid",
320,Incline Fly,Lever (selectorized),No,Auxiliary,Compound,Push,Lie supine on bench. Position inside of forearms under roller pads with arms out to each side. Slightly bend elbows and internally rotate shoulders so elbows are back.,Raise lever upward and together in hugging motion. Lower weight until slight stretch is felt in chest or shoulder. Repeat.,"Pectoralis Major Clavicular,","Pectoralis Major, Sternal, Deltoid, Anterior, Biceps Brachii, Coracobrachialis, ",,,,Chest,2,Anterior Deltoid,
321,Incline Bench Press,Smith,No,Basic or Auxiliary,Compound,Push,Lie supine on incline bench with upper chest under bar. Grasp bar with wide oblique overhand grip. Disengage bar by rotating bar back.,Lower weight to upper chest. Press bar until arms are extended. Repeat.,"Pectoralis Major Clavicular,","Pectoralis Major, Sternal, Deltoid, Anterior, Triceps Brachii, Coracobrachialis, ",,,"Biceps Brachii, Short Head, ",Chest,3,"Triceps Brachii, Anterior Deltoid",
322,Decline Push-up,Body Weight,No,Basic or Auxiliary,Compound,Push,Kneel on floor with bench or elevation behind body. Position hands on floor slightly wider than shoulder width. Place feet on bench or elevation. Raise body in plank position with body straight and arms extended.,"Keeping body straight, lower upper body to floor by bending arms. To allow for full descent, pull head back slightly without arching back. Push body up until arms are extended. Repeat.","Pectoralis Major Clavicular,","Pectoralis Major, Sternal, Deltoid, Anterior, Triceps Brachii, Coracobrachialis, ",,"Erector Spinae, ","Biceps Brachii, Short Head, ",Chest,3,"Triceps Brachii, Anterior Deltoid",
323,Decline Push-up:  on stability ball,Body Weight,Yes,Basic or Auxiliary,Compound,Push,"Kneel with chest or waist on exercise ball. Dive over top and place hands on floor with arms extended down supporting upper body. While keeping body horizontal, walk hands further away from ball until thighs are positioned on top of ball and hands are slightly wider than shoulder width. Bend knees so feet are up above knees.","Keeping hips straight, lower upper body to floor by bending arms. To allow for full descent, pull head back slightly without arching back. Push body up until arms are extended. Repeat.","Pectoralis Major Clavicular,","Pectoralis Major, Sternal, Deltoid, Anterior, Triceps Brachii, Coracobrachialis, ",,"Erector Spinae, ","Biceps Brachii, Short Head, ",Chest,4,"Triceps Brachii, Anterior Deltoid",322
324,Chest Dip ,Assisted  Chest Dip  ,No,Basic,Compound,Push,"Mountwide dip barwith oblique grip (bar diagonal under palm), arms straight with shoulders above hands. Step down onto assistance lever with hips and knees bent.","Lower body by bending arms, allowing elbows to flare out to sides. When slight stretch is felt in chest or shoulders, push body up until arms are straight. Repeat.","Pectoralis Major Sternal,","Deltoid, Anterior, Triceps Brachii, Pectoralis Major, Clavicular, Pectoralis Minor, Rhomboids, Levator Scapulae, Latissimus Dorsi, Teres Major, Coracobrachialis, ","Trapezius, Lower, ",,,Chest,3,"Triceps Brachii, Anterior Deltoid, Pectoralis Minor",
325,Standing Fly ,Cable  Standing Fly  ,No,Auxiliary,Isolated,Push,Grasp two opposing high pulley dumbbell attachments. Stand with pulleys to each side. Bend over slightly by flexing hips and knees. Bend elbows slightly and internally rotate shoulders so elbows are back initially.,Bring cable attachments together in hugging motion with elbows in fixed position. Keep shoulders internally rotated so elbows are pointed upward at top and out to sides at bottom. Return to starting position until chest muscles are stretched. Repeat.,"Pectoralis Major Sternal,","Pectoralis Major, Clavicular, Pectoralis Minor, Rhomboids, Levator Scapulae, Latissimus Dorsi, Coracobrachialis, ","Biceps Brachii, Brachialis, Triceps Brachii, Wrist Flexors, Rectus Abdominis, Obliques, ","Erector Spinae, ",,Chest,2,Anterior Deltoid,
326,Chest Dip ,Lever (selectorized)  Chest Dip  ,No,Basic,Compound,Push,"If possible, place handles inwide position. Sit on seat and grasp handles with oblique grip. Lean forward slightly and allow elbows to flare out.",Push lever down by straightening arms. Return lever up with elbows flaring out until chest is slightly stretched. Repeat.,"Pectoralis Major Sternal,","Deltoid, Anterior, Triceps Brachii, Pectoralis Major, Clavicular, Pectoralis Minor, Rhomboids, Levator Scapulae, Latissimus Dorsi, Teres Major, Coracobrachialis, ","Trapezius, Lower, ",,,Chest,3,"Triceps Brachii, Anterior Deltoid",
327,Chest Dip ,Weighted  Chest Dip  ,No,Basic,Compound,Push,"Place weight on dip belt around waist or place dumbbell between lower legs just above feet. Mountwide dip barwith oblique grip (bar diagonal under palm), arms straight with shoulders above hands. Keep hips and knees bent.","Lower body by bending arms, allowing elbows to flare out to sides. When slight stretch is felt in chest or shoulders, push body up until arms are straight. Repeat.","Pectoralis Major Sternal,","Deltoid, Anterior, Triceps Brachii, Pectoralis Major, Clavicular, Pectoralis Minor, Rhomboids, Levator Scapulae, Latissimus Dorsi, Teres Major, Coracobrachialis, ","Trapezius, Lower, ",,,Chest,3,"Triceps Brachii, Anterior Deltoid",
